"Statutaire naam";"Handelsnaam";"Plaats";"Land"
"Armajaro Asset Management LLP";"Armajaro Asset Management LLP";"LONDON";"Verenigd Koninkrijk"
"Armila Capital Limited";"Armila Capital Limited";"Mayfair";"Verenigd Koninkrijk"
"Arrowbridge Capital Limited";"Arrowbridge Capital Limited";"London";"Verenigd Koninkrijk"
"Arrowstreet Capital Europe Limted";"Arrowstreet Capital Europe Limted";"EDINBURGH, MIDLOTHIAN";"Verenigd Koninkrijk"
"Arrowstreet Capital, Limited Partnership";"Arrowstreet Capital, Limited Partnership";"BOSTON";"Verenigde Staten"
"Artha Partners Ltd";"Artha Partners Ltd";"London";""
"Artisan Partners UK LLP";"Artisan Partners UK LLP";"LONDON";"Verenigd Koninkrijk"
"Artorius Wealth Management Limited";"Artorius Wealth Management Limited";"";""
"Artvera Private Wealth Management (UK) Ltd";"Artvera Private Wealth Management (UK) Ltd";"London";"Verenigd Koninkrijk"
"Arumpro Capital Ltd";"Arumpro Capital Ltd";"Limassol";"Cyprus"
"Arundel Group Limited";"Arundel Group Limited";"London";"Verenigd Koninkrijk"
"Arup Corporate Finance Ltd";"Arup Corporate Finance Ltd";"";""
"Asante Capital Group LLP";"Asante Capital Group LLP";"";"Verenigd Koninkrijk"
"Ashburton (UK) Limited";"Ashburton (UK) Limited";"Londen";"Verenigd Koninkrijk"
"Ashcourt Asset Management Limited";"Ashcourt Asset Management Limited";"KENT";"Verenigd Koninkrijk"
"Ashcourt Financial Planning Ltd";"Ashcourt Financial Planning Ltd";"WEST MALLING - KENT";"Verenigd Koninkrijk"
"ASHENDEN FINANCE (UK) LIMITED";"ASHENDEN FINANCE (UK) LIMITED";"";""
"Ashfield Financial Planning (UK) Limited";"Ashfield Financial Planning (UK) Limited";"";""
"Ashmore Investment Management Limited";"Ashmore Investment Management Limited";"London";"Verenigd Koninkrijk"
"Aspinalls Family Office LLP";"Aspinalls Family Office LLP";"LONDON";"Verenigd Koninkrijk"
"ASR Bank N.V.";"ASR Bank N.V.";"Utrecht";"Nederland"
"Asset Management International B.V.";"Asset Management International B.V., DVR Investments, Pluijmert Vermogensbeheer, Pluijmert Vermogensbeheer";"Amersfoort";"Nederland"
"Asset Management One International Ltf";"Asset Management One International Ltf";"LONDON ";"Verenigd Koninkrijk"
"Assure Hedge (UK) Limited";"Assure Hedge (UK) Limited";"Isleworth";""
"Assured Guaranty Finance Overseas Limited";"Assured Guaranty Finance Overseas Limited";"LONDON";"Verenigd Koninkrijk"
"Assured Wealth and Estate Planning Limited";"Assured Wealth and Estate Planning Limited";"";""
"Astin Capital Management Limited";"Astin Capital Management Limited";"LONDON";"Verenigd Koninkrijk"
"Astir Capital Advisors Limited";"Astir Capital Advisors Limited";"";""
"AT Global Markets (UK) Limited";"AT Global Markets (UK) Limited";"London";"Verenigd Koninkrijk"
"Atairos Management UK LLP";"Atairos Management UK LLP";"London";""
"ATC Brokers Limited";"ATC Brokers Limited";"London";"Verenigd Koninkrijk"
"ATFX Global Markets (CY) Ltd";"ATFX Global Markets (CY) Ltd, ATFXGM";"";""
"Atkins Bland Limited";"Atkins Bland Limited";"FERNDOWN";"Verenigd Koninkrijk"
"Atlantic Alliance Limited";"Atlantic Alliance Limited";"LONDON";"Verenigd Koninkrijk"
"Atlantic Capital Limited";"Atlantic Capital Limited";"";""
"Atlantic Equities LLP";"Atlantic Equities LLP";"LONDON";"Verenigd Koninkrijk"
"Atlantic Financials Ltd";"Atlantic Financials Ltd";"London";""
"Atlantic Securities Ltd";"Atlantic Securities Ltd";"Nicosia";"Cyprus"
"Atlanticomnium (UK) Limited";"Atlanticomnium (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"Atlantic-Pacific Capital Ltd";"Atlantic-Pacific Capital Ltd";"LONDON";"Verenigd Koninkrijk"
"Atlantis Capital Management Limited";"Atlantis Capital Management Limited";"LONDON";"Verenigd Koninkrijk"
"Atlantis Investment Management Limited";"Atlantis Investment Management Limited";"LONDON";"Verenigd Koninkrijk"
"Atlas One Financial Group Ltd";"Atlas One Financial Group Ltd";"LONDON";"Verenigd Koninkrijk"
"Atlington Capital Management Limited";"Atlington Capital Management Limited";"San Gwann";""
"Atom8 Financial Services LLP";"Atom8 Financial Services LLP";"London";"Verenigd Koninkrijk"
"Atomico (UK) Partners LLP";"Atomico (UK) Partners LLP";"LONDON";"Verenigd Koninkrijk"
"Atonline Ltd";"Atonline Ltd";"NICOSIA";"Cyprus"
"Augemus S.A.";"Augemus S.A.";"Luxembourg";"Luxemburg"
"Augusta & Co plc";"Augusta & Co plc";"LONDON";"Verenigd Koninkrijk"
"Augustine Limited";"Augustine Limited";"LONDON";"Verenigd Koninkrijk"
"Aurel BGC";"Aurel BGC";"PARIS";"Frankrijk"
"Auréus Vermogen & Advies B.V.";"Auréus Vermogen & Advies B.V.";"Venlo";"Nederland"
"Auriel Capital Management LLP";"Auriel Capital Management LLP";"LONDON";"Verenigd Koninkrijk"
"Aurum Funds Limited";"Aurum Funds Limited";"LONDON";"Verenigd Koninkrijk"
"Australia and New Zealand Banking Group Limited";"Australia and New Zealand Banking Group Limited";"Melbourne Centre";"Verenigd Koninkrijk"
"Autonomous Research LLP";"Autonomous Research LLP";"";"Verenigd Koninkrijk"
"AVA Trade EU Limited";"AVA Trade EU Limited";"DUBLIN 2";"Ierland"
"Avalon Capital Partners Limited";"Avalon Capital Partners Limited";"London";""
"Avendus Capital (UK) Private Ltd";"Avendus Capital (UK) Private Ltd";"LONDON";"Verenigd Koninkrijk"
"Avenue Europe Management LLP";"Avenue Europe Management LLP";"London";"Verenigd Koninkrijk"
"Avidus Scott Lang & Co Limited";"Avidus Scott Lang & Co Limited";"SALE - CHESHIRE";"Verenigd Koninkrijk"
"Avington Financial Ltd";"Avington Financial Ltd";"London";"Verenigd Koninkrijk"
"Avior Capital Markets International Limited";"Avior Capital Markets International Limited";"LONDON";"Verenigd Koninkrijk"
"Avista Partners LLP";"Avista Partners LLP";"LONDON";"Verenigd Koninkrijk"
"Aviva Investors Global Services Limited";"Aviva Investors Global Services Limited";"London";"Verenigd Koninkrijk"
"Avus Capital CY Ltd";"Avus Capital CY Ltd";"Limassol";"Cyprus"
"Avus Capital UK Limited";"Avus Capital UK Limited";"London";"Verenigd Koninkrijk"
"AWM Wealth Advisers Limited";"AWM Wealth Advisers Limited";"Dublin";""
"AXA Investment Managers GS Limited";"AXA Investment Managers GS Limited";"LONDON";"Verenigd Koninkrijk"
"AXA Investment Managers IF";"AXA Investment Managers IF, AXA IM IF";"PARIJS LA DÉFENSE CEDEX";"Frankrijk"
"AXA Investment Managers Paris";"AXA Investment Managers Paris";"PARIJS LA DÉFENSE CEDEX";"Frankrijk"
"AXA Multimanager S.A.";"AXA Multimanager S.A.";"PARIS";"Frankrijk"
"AXA Rosenberg Investment Management LLC";"AXA Rosenberg Investment Management LLC";"Orinda, CA";""
"AXELTIS";"AXELTIS";" PARIS";"Frankrijk"
"Axessum GmbH";"Axessum GmbH";"";""
"Axia Ventures Group Ltd";"Axia Ventures Group Ltd";"NICOSIA";"Cyprus"
"AxiCorp Limited";"AxiCorp Limited";"London";"Verenigd Koninkrijk"
"Axon Partners LLP";"Axon Partners LLP";"";""
"Ayers Alliance Financial Group Limited";"Ayers Alliance Financial Group Limited";"Limassol";""
"Azure Wealth LLP";"Azure Wealth LLP";"London";"Verenigd Koninkrijk"
"B & P Fund Services AB";"B & P Fund Services AB";"STOCKHOLM";"Zweden"
"B. Metzler seel. Sohn & Co.  KGaA";"B. Metzler seel. Sohn & Co.  KGaA";"FRANKFURT AM MAIN";"Duitsland"
"B.A. Van Doorn & Comp. B.V.";"B.A. Van Doorn & Comp. B.V.";"Amsterdam";"Nederland"
"B.B.O.C. Buro voor Beleggingsopleidingen en Coaching B.V.";"B.B.O.C. Buro voor Beleggingsopleidingen en Coaching B.V.";"";""
"Baader Wertpapierhandelsbank AG";"Baader Wertpapierhandelsbank AG";"UNTERSCHLEISSHEIM";"Duitsland"
"Bache Commodities Limited";"Bache Commodities Limited";"LONDON";"Verenigd Koninkrijk"
"Baden-Württembergische Bank  A.G.";"Baden-Württembergische Bank  A.G.";"STUTTGART";"Duitsland"
"Baillie Gifford Investment Management (Europe) Limited";"Baillie Gifford Investment Management (Europe) Limited";"Dublin";""
"Baillie Gifford Overseas Limited";"Baillie Gifford Overseas Limited";"EDINBURGH - MIDLOTHIAN";"Verenigd Koninkrijk"
"Bain Capital Europe LLP";"Bain Capital Europe LLP";"London";"Verenigd Koninkrijk"
"Balans Vermogensbeheer B.V.";"Balans Vermogensbeheer B.V.";"Amsterdam-Duivendrecht";"Nederland"
"Balanz Capital UK LLP";"Balanz Capital UK LLP";"London";""
"Balfour Beatty Infrastructure Partners LLP";"Balfour Beatty Infrastructure Partners LLP";"LONDON";"Verenigd Koninkrijk"
"Balrath Capital Ltd";"Balrath Capital Ltd";"LONDON";"Verenigd Koninkrijk"
"Banc of America Securities Limited";"Banc of America Securities Limited";"LONDON";"Verenigd Koninkrijk"
"Banca Aletti & C. S.p.A.";"Banca Aletti & S.p.A., Banca Aletti & C. S.p.A.";"MILANO";"Italië"
"Banca Caboto S.p.A./ C/o Banca Intesa S.p.A";"Banca Caboto S.p.A./ C/o Banca Intesa S.p.A";"MILANO";"Italië"
"Banca d'Intermediazione Mobiliare IMI (Banca IMI)";"Banca d'Intermediazione Mobiliare IMI (Banca IMI)";"MILANO";"Italië"
"Banca Fin-Eco S.p.A.";"Banca Fin-Eco S.p.A.";"MILAAN";"Italië"
"Banca Intesa Banca Commerciale Italiana (IntesaBci Spa)";"Banca Intesa Banca Commerciale Italiana (IntesaBci Spa)";"PARIS";"Frankrijk"
"Banco Bilbao Vizcaya  Argentaria, S.A.";"Banco Bilbao Vizcaya  Argentaria, S.A.";"BILBAO";"Spanje"
"Banco Bilbao Vizcaya  Argentaria, S.A.";"Banco Bilbao Vizcaya  Argentaria, S.A.";"LISSABON";"Portugal"
"Banco de Investimento Global, S.A.";"Banco de Investimento Global S.A., Banco de Investimento Global, S.A.";"LISBOA";"Portugal"
"Banco de la Pequeña y Mediana Empresa, S.A.";"Banco de la Pequena Mediana Empressa S.A., Banco de la Pequeña y Mediana Empresa, S.A.";"BARCELONA";"Spanje"
"Banco Español de Crédito, S.A.""Banesto""";"Banco Español de Crédito, S.A.""Banesto""";"MADRID";"Spanje"
"Banco Millenium BCP Investimento";"Banco Millenium BCP Investimento";"LISBOA";"Portugal"
"Banco Popular Portugal, S.A.";"Banco Popular Portugal, S.A.";"LISBOA";"Portugal"
"Banco Português de Investimento, S.A.";"Banco Português de Investimento, S.A.";"OPORTO";"Portugal"
"Banco Santander Central Hispano, S.A.";"Banco Santander Central  Hispano S.A., Banco Santander Central Hispano, S.A.";"MADRID";"Spanje"
"BancTrust Securities (Europe) Limited";"BancTrust Securities (Europe) Limited, BancTrust & Co";"";""
"Banif-Banco de Investimento SA";"Banif-Banco de Investimento SA";"LISSABON";"Portugal"
"BANIF-Banco Internacional do Funchal, S.A.";"BANIF-Banco International do Funchal, S.A., BANIF-Banco Internacional do Funchal, S.A.";"LISBOA";"Portugal"
"Bank für Arbeit und Wirtschaft Aktiengesellschaft";"Bank für Arbeit und Wirtschaft Aktiengesellschaft";"WIEN";"Oostenrijk"
"Bank J. Safra Sarasin (Gibraltar) Ltd";"Bank J. Safra Sarasin (Gibraltar) Ltd";"";""
"Bank Leumi (UK) plc";"Bank Leumi (UK) plc";"LONDON";"Verenigd Koninkrijk"
"Bank Medici Aktiengesellschaft";"Bank Medici Aktiengesellschaft";"WIEN";"Oostenrijk"
"Bank of America N.A.";"Bank of America N.A.";"CHARLOTTE, NC 28280";""
"Bank of China (Luxembourg) S.A.";"Bank of China (Luxembourg) S.A.";"LUXEMBOURG";"Luxemburg"
"Bank of China International (UK) Limited";"Bank of China International (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"Bank of Cyprus Public Company Limited";"Bank of Cyprus Public Company Limited";"NICOSIA";"Cyprus"
"Bank of Ireland Corporate Finance Limited";"Bank of Ireland Corporate Finance Limited";"BELFAST, NORTHERN IRELAND";"Verenigd Koninkrijk"
"Bank of London & The Middle East Plc";"Bank of London & The Middle East Plc";"LONDON";"Verenigd Koninkrijk"
"Bank of New York, Europe Ltd";"Bank of New York, Europe Ltd";"LONDON";"Verenigd Koninkrijk"
"Bank of Scotland plc";"Bank of Scotland plc";"EDINBURGH";"Verenigd Koninkrijk"
"Bank Ten Cate & Cie. N.V.";"Bank Ten Cate & Cie. N.V., Bank Ten Cate & Cie. N.V.";"Amsterdam";"Nederland"
"Bankgesellschaft Berlin (UK) plc";"Bankgesellschaft Berlin(UK)  Plc, Bankgesellschaft Berlin (UK) plc";"LONDON";"Verenigd Koninkrijk"
"Banque AIG";"Banque AIG";"PARIS";"Frankrijk"
"Banque de Luxembourg S.A.";"Banque de Luxembourg S.A.";"Luxemburg";"Luxemburg"
"Banque Degroof S.A.";"Banque Degroof S.A.";"BRUSSELS";"België"
"Banque Delen & de Schaetzen  N.V.";"Banque Delen & de Schaetzen N.V., Banque Delen & de Schaetzen  N.V.";"ANTWERPEN";"België"
"Banque d'Orsay S.A.";"Banque d'Orsay, Banque d'Orsay S.A.";"PARIS";"Frankrijk"
"Banque et Caisse d'Épargne de l'État Luxembourg";"Banque et Caisse D'Epargne de l'Etat Luxembourg, Banque et Caisse d'Épargne de l'État Luxembourg";"ALBLASSERDAM";"Luxemburg"
"Banque Invik S.A.";"Banque Invik S.A.";"LUXEMBOURG";"Luxemburg"
"Banque LB Lux S.A.";"Banque LBLux S.A., Banque LB Lux S.A.";"LUXEMBOURG";"Luxemburg"
"Banque Nomura France";"Banque Nomura France";"PARIS";"Frankrijk"
"Banque pour l'Europe";"Banque pour l'Europe";"SENNINGERBERG";"Luxemburg"
"Banque Privée Fideuram Wargny";"Banque Privée Fideuram Wargny";"PARIS";"Frankrijk"
"Banque San Paolo";"Banque San Paolo Veuve Morin Pons, Banque San Paolo";"PARIS";"Frankrijk"
"Banque Transatlantique SA";"Banque Transatlantique SA";"PARIS";"Frankrijk"
"Bantleon Bank AG";"Bantleon Bank AG";"ZUG";"Zwitserland"
"Barclays Bank Plc";"Barclays Bank Plc";"LONDON";"Verenigd Koninkrijk"
"Baring Asset Management Ltd";"Baring Asset Management Ltd";"LONDON";"Verenigd Koninkrijk"
"Barings (U.K.) Limited";"Barings (U.K.) Limited";"LONDON";"Verenigd Koninkrijk"
"Barings LLC";"Barings LLC";"Charlotte, NC";"Verenigde Staten"
"Barings Real Estate Advisers Europe Finance LLP";"Barings Real Estate Advisers Europe Finance LLP";"LONDON";"Verenigd Koninkrijk"
"Barker Poland Asset Management LLP";"Barker Poland Asset Management LLP";"London";""
"Barmac Asset Management Ltd";"Barmac Asset Management Ltd";"PUDSEY - LEEDS";"Verenigd Koninkrijk"
"Barnett Waddingham Investments LLP";"Barnett Waddingham Investments LLP";"LONDON";"Verenigd Koninkrijk"
"Barons Financial Services (UK) Limited";"Barons Financial Services (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"Barratt & Cooke Limited";"Barratt & Cooke Limited";"NORWICH - NORFOLK";"Verenigd Koninkrijk"
"BASF Metals Forwards Limited";"BASF Metals Forwards Limited";"LONDON";"Verenigd Koninkrijk"
"Basi & Basi Financial Planning Limited";"Basi & Basi Financial Planning Limited";"";""
"Bastion Capital London Ltd";"Bastion Capital London Ltd";"London";"Verenigd Koninkrijk"
"Bats Trading Limited";"Bats Trading Limited";"LONDON";"Verenigd Koninkrijk"
"Bayerische Hypo-und Vereinsbank A.G.";"Bayerische Hypo-und Vereinsbank A.G.";"MUNICH";"Duitsland"
"Baynard Capital Management LLP";"Baynard Capital Management LLP";"LONDON";"Verenigd Koninkrijk"
"BBSP Partners";"BBSP Partners";"PARIS";"Frankrijk"
"BCB & Partners SA";"BCB & Partners SA";"LUXEMBOURG";"Luxemburg"
"BCS Prime Brokerage";"BCS Prime Brokerage";"London";"Verenigd Koninkrijk"
"BDO Investment Management Limited";"BDO Investment Management Limited";"LONDON";"Verenigd Koninkrijk"
"Bdswiss Holding Plc";"Bdswiss Holding Plc";"Limassol";"Cyprus"
"BDT & Company Europe GmbH";"BDT & Company Europe GmbH";"";""
"BDT & Company International LLP";"BDT & Company International LLP";"London";""
"Beach Point Capital Europe LLP";"Beach Point Capital Europe LLP";"LONDON";"Verenigd Koninkrijk"
"Beacon Hill Consultancy Limited";"Beacon Hill Consultancy Limited";"Queensway";""
"Beaufort Securities Limited";"Beaufort Securities Limited";"LONDON";"Verenigd Koninkrijk"
"Beaumont Capital N.V.";"Beaumont Capital N.V., Beaumont Capital N.V.";"Maarssen";"Nederland"
"Beauregard Capital Limited";"Beauregard Capital Limited";"LONDON";"Verenigd Koninkrijk"
"Bechtel Financing Services Limited";"Bechtel Financing Services Limited";"LONDON";"Verenigd Koninkrijk"
"Bedrock Asset Management (UK) Limited";"Bedrock Asset Management (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"Beehive Capital LLP";"Beehive Capital LLP";"LONDON";"Verenigd Koninkrijk"
"Beer & van Stapele B.V.";"Beer & van Stapele B.V.";"Amstelveen";"Nederland"
"BeFrank N.V.";"BeFrank N.V.";"Amsterdam";"Nederland"
"Begofinance Capital Markets Ltd";"Begofinance Capital Markets Ltd";"Limassol";"Cyprus"
"Beit Capital Advisors GmbH";"Beit Capital Advisors GmbH";"Hamburg";""
"Belador Advisors UK Limited";"Belador Advisors UK Limited";"LONDON";"Verenigd Koninkrijk"
"Belair House";"Belair House";"Luxembourg";"Luxemburg"
"Beleggingsadviescentrum";"Beleggingsadviescentrum";"Nieuw-Vennep";""
"Belight Capital Group Limited";"Belight Capital Group Limited";"Nicosia";""
"Bell Capital Partners LLP";"Bell Capital Partners LLP";"LONDON";"Verenigd Koninkrijk"
"Bellecapital UK Limited";"Bellecapital UK Limited";"London";"Verenigd Koninkrijk"
"BellRock Securities Limited";"BellRock Securities Limited";"London";"Verenigd Koninkrijk"
"Beltone Financial (UK) LLP";"Beltone Financial (UK) LLP";"London";"Verenigd Koninkrijk"
"Bentley Jennison Financial Management Limited";"Bentley Jennison Financial Management Limited";"LEEDS - WEST YORKSHIRE";"Verenigd Koninkrijk"
"Bentley-Leek Financial Management Limited";"Bentley-Leek Financial Management Limited";"GUILDFORD - SURREY";"Verenigd Koninkrijk"
"Berchwood Partners LLP";"Berchwood Partners LLP";"London";"Verenigd Koninkrijk"
"Berkeley Morgan Ltd";"Berkeley Morgan Ltd";"MILTON KEYNES, BUCKINGHAMSHIRE";"Verenigd Koninkrijk"
"Berkshire Capital Securities Ltd";"Berkshire Capital Securities Ltd";"LONDON";"Verenigd Koninkrijk"
"Bernstein Bank GmbH";"Bernstein Bank GmbH";"";""
"Bernstein Financial Services GmbH";"Bernstein Financial Services GmbH";"Munchen";"Duitsland"
"BeSmart B.V.";"BeSmart B.V.";"Amsterdam";"Nederland"
"Best of Breed";"Best of Breed";"LONDON";"Verenigd Koninkrijk"
"Best Practice IFA Group Ltd";"Best Practice IFA Group Ltd";"HASSOCKS - WEST SUSSEX";"Verenigd Koninkrijk"
"Bestinvest (Brokers) Limited";"Bestinvest (Brokers) Limited";"LONDON";"Verenigd Koninkrijk"
"Beta 2 Limited";"Beta 2 Limited";"LONDON";"Verenigd Koninkrijk"
"Beta Securities S.A.";"Beta Securities S.A.";"ATHENS";"Griekenland"
"bfinance UK Limited";"bfinance UK Limited";"LONDON";"Verenigd Koninkrijk"
"BGC Brokers L.P";"BGC Brokers L.P";"LONDON";"Verenigd Koninkrijk"
"BHF-Bank Aktiengesellschaft";"BHF-Bank Aktiengesellschaft";"FRANKFURT AM MAIN";"Duitsland"
"BidRoute Limited";"BidRoute Limited";"LONDON";"Verenigd Koninkrijk"
"Bierbaum Financial Products  GmbH";"Bierbaum Financial Products  GmbH";"FRANKFURT";"Duitsland"
"Bil Finance";"Bil Finance";"Paris";"Frankrijk"
"Binary Capital Investment Management Ltd";"Binary Capital Investment Management Ltd";"LONDON";"Verenigd Koninkrijk"
"Binary Investments (Europe) Ltd";"Binary Investments (Europe) Ltd";"";""
"BinckBank N.V.";"Alex, Binck, BinckBank, BinckBank N.V.";"Amsterdam";"Nederland"
"Birchwood Investment Management Limited";"Birchwood Investment Management Limited";"HEREFORDSHIRE";"Verenigd Koninkrijk"
"Bishopsfield Capital Partners Limited";"Bishopsfield Capital Partners Limited";"EAST SUSSEX";"Verenigd Koninkrijk"
"Bishopsgate Capital (Stockbrokers) Ltd";"Bishopsgate Capital (Stockbrokers) Ltd";"LONDON";"Verenigd Koninkrijk"
"Bivouac Capital LLP";"Bivouac Capital LLP";"LONDON";"Verenigd Koninkrijk"
"biw Bank für Investments und wertpapiere AG";"biw Bank für Investments und wertpapiere AG";"Willich";"Duitsland"
"BKCP Securities BVBA";"BKCP Securities BVBA";"KNOKKE-HEIST";"België"
"Black Diamond Wealth Management";"Black Diamond Wealth Management, New Amsterdam Private Financial Management, New Amsterdam Wealth Management";"Amsterdam";"Nederland"
"Black Kettle International Ltd";"Black Kettle International Ltd";"LONDON";"Verenigd Koninkrijk"
"Black Pearl Securities Limited";"Black Pearl Securities Limited";"";""
"Black River Asset Management (UK) Limited";"Black River Asset Management (UK) Limited";"COBHAM- SURREY";"Verenigd Koninkrijk"
"Black Swan Capital B.V.";"Black Swan Capital B.V.";"'s-Gravenhage";"Nederland"
"Blackfriars Asset Management Limited";"Blackfriars Asset Management Limited";"LONDON";"Verenigd Koninkrijk"
"BlackRock (Netherlands) B.V.";"BlackRock (Netherlands) B.V.";"Amsterdam";"Nederland"
"BlackRock Advisors (UK) Limited";"BlackRock Advisors (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"BlackRock Execution Services";"BlackRock Execution Services";"San Francisco";"Verenigde Staten"
"BlackRock International Limited";"BlackRock International Limited";"EDINBURGH";"Verenigd Koninkrijk"
"BlackRock Investment Management (UK) Limited";"BlackRock Investment Management (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"Blackstar Asset Management Liited";"Blackstar Asset Management Liited";"London";""
"Blackstone / GSO Debt Funds Management Europe Limited";"Blackstone / GSO Debt Funds Management Europe Limited";"DUBLIN 2";"Ierland"
